account,opportunity_id,sales_agent,deal_stage,product,close_date,close_value,created_on
Sumace,NP25AXCK,Lajuana Vencill,Lost,GTXPro,2017-07-01,0.0,2017-04-22
,F1L0P0RB,Marty Freudenburg,In_Progress,GTXPlusBasic,,,2017-03-21
,18BLBZR0,Corliss Cosme,In_Progress,GTXBasic,,,2017-11-01
Wonka Industries,AIRTYQ4N,Kary Hendrixson,Lost,GTXPlusPro,2017-10-11,0.0,2017-10-05
Vehement Capital Partners,XEMMG3R5,Kami Bicknell,Won,GTXBasic,2017-12-23,644.0,2017-10-27
,2AOH7XT3,Marty Freudenburg,Lost,MGRPFS,2017-08-02,0.0,2017-05-26
Cheers,8ROQ1YO2,Versie Hillebrand,In_Progress,MGRPFS,,,2017-12-04
Bubba Gump,C4LXG86L,Corliss Cosme,Won,GTXBasic,2017-08-11,741.0,2017-05-23
Olivia Pope & Associates,8BM2HXIO,Marty Freudenburg,Won,GTXPlusBasic,2017-09-21,1087.0,2017-07-28
Statholdings,SH48KQD2,Boris Faz,Won,GTXPlusPro,2017-07-26,5779.0,2017-05-07
Silis,OSPHIJVZ,Jonathan Berthelot,Won,GTXBasic,2017-09-05,461.0,2017-05-11
Ron-tech,0BSQZN9Z,Donn Cantrell,Won,MGRPFU,2017-12-04,3815.0,2017-11-23
Sumace,6H4KOGYP,Kary Hendrixson,In_Progress,MGRPFS,,,2017-11-15
Groovestreet,219VRF1C,Darcel Schlecht,Won,GTXBasic,2017-03-13,753.0,2017-03-05
Konex,3JMNNTB5,Violet Mclelland,Won,GTXPlusBasic,2017-08-20,1072.0,2017-08-10
Acme Corporation,22KT5SCS,Wilburn Farren,Lost,MGRPFU,2017-09-17,0.0,2017-09-16
Zathunicon,6JC5PCDR,Kary Hendrixson,Won,GTXPlusPro,2017-09-27,7492.0,2017-07-19
Dalttechnology,2R5JYFQ2,Zane Levy,Lost,GTXBasic,2017-06-05,0.0,2017-05-23
Warephase,RPYET5EL,Donn Cantrell,Won,MGRPFU,2017-06-26,4704.0,2017-06-14
Gekko & Co,0OL0UV7P,Cassey Cress,Lost,GTXBasic,2017-11-14,0.0,2017-09-24
,8QH2QH99,James Ascencio,In_Progress,GTXPlusBasic,,,2017-10-20
Initech,5W19DQND,Jonathan Berthelot,Won,GTXPlusBasic,2017-04-30,990.0,2017-02-24
Rundofase,P7N4GSCK,Maureen Marcano,Lost,GTXPlusBasic,2017-12-30,0.0,2017-09-15
,LEU9OYZY,Jonathan Berthelot,Lost,GTXPro,2017-12-18,0.0,2017-10-28
,W2N5R0PL,Wilburn Farren,In_Progress,MGRPFU,,,2017-04-16
Bluth Company,SWUP7ZVV,Zane Levy,Won,GTXPlusPro,2017-09-23,6323.0,2017-08-06
Plusstrip,HNV9GSYG,Kary Hendrixson,Lost,GTXPlusBasic,2017-10-08,0.0,2017-09-25
Statholdings,LIR17MGS,Violet Mclelland,Won,MGRPFS,2017-10-18,74.0,2017-09-01
Krusty Krab,DN4CWPDO,Maureen Marcano,Lost,GTXPlusBasic,2017-09-12,0.0,2017-06-17
Rantouch,WKINJ1WR,Boris Faz,Won,GTXPlusPro,2017-10-19,7099.0,2017-07-30
Dalttechnology,AQU9DZ5I,Rosalina Dieter,Won,MGRPFS,2017-08-10,78.0,2017-07-27
,JU7PAT8I,Donn Cantrell,In_Progress,GTXPro,,,2017-09-14
,Y9TJP46X,Donn Cantrell,Lost,MGRPFU,2017-12-23,0.0,2017-12-11
Vehement Capital Partners,SW6WY4UV,Vicki Laflamme,Won,GTXPlusPro,2017-07-03,8301.0,2017-05-01
dambase,9VK9W59M,Elease Gluck,Won,GTK500U,2017-06-28,33006.0,2017-06-24
Ron-tech,2KE6YGZH,Violet Mclelland,Won,MGRPFU,2017-03-28,3083.0,2017-03-08
Singletechno,JF0IUNV5,Gladys Colclough,Won,MGRPFS,2017-06-16,49.0,2017-06-03
Y-corporation,4QL6VFNC,James Ascencio,In_Progress,GTXBasic,,,2017-12-21
,RWSRMQ0P,Darcel Schlecht,Lost,MGRPFS,2017-12-04,0.0,2017-10-16
Xx-holding,63GHARAU,Kami Bicknell,Won,GTXPlusPro,2017-12-21,4677.0,2017-12-18
,F3OGJAEJ,Daniell Hammack,Lost,GTXPlusPro,2017-09-27,0.0,2017-09-13
,M5LJBAZ1,Rosalina Dieter,Lost,GTXBasic,2017-11-05,0.0,2017-09-17
Labdrill,NCMSPU0G,Marty Freudenburg,Lost,GTXBasic,2017-05-24,0.0,2017-03-28
Streethex,MTOGV2IF,Gladys Colclough,Won,MGRPFU,2017-03-30,3565.0,2017-03-21
Treequote,PSOIVIRM,Markita Hansen,Won,GTXPro,2017-05-26,6028.0,2017-04-09
Plusstrip,U1FDD2PP,Maureen Marcano,Won,GTXPlusPro,2017-08-27,6657.0,2017-06-15
,R31FKYGN,Jonathan Berthelot,Lost,GTXPlusBasic,2017-03-13,0.0,2017-03-08
,T286FP78,Corliss Cosme,In_Progress,GTXPro,,,2017-12-27
,H5YHBQN5,Wilburn Farren,In_Progress,MGRPFU,,,2017-11-22
Singletechno,TH499OCJ,Darcel Schlecht,Won,GTXPlusBasic,2017-06-14,1495.0,2017-04-12
Faxquote,6L5W3SE0,Anna Snelling,Lost,MGRPFU,2017-12-26,0.0,2017-12-24
Green-Plus,EHUPZF58,Anna Snelling,Lost,MGRPFU,2017-07-30,0.0,2017-06-12
,8UDA1C7L,Kary Hendrixson,Lost,GTXPlusBasic,2017-05-16,0.0,2017-03-21
Ganjaflex,W2LL8BMJ,Darcel Schlecht,Won,GTXPlusPro,2017-05-18,7352.0,2017-04-03
Doncon,FICKALMT,Zane Levy,Lost,GTXPlusBasic,2017-07-25,0.0,2017-04-09
,2SKGQY9U,Rosalina Dieter,In_Progress,GTXPro,,,2017-06-23
Finjob,ZZOFE2SX,Darcel Schlecht,Lost,GTXPlusBasic,2017-12-09,0.0,2017-10-11
,UQU22K6V,Niesha Huffines,Lost,GTXPlusPro,2017-07-19,0.0,2017-05-13
,7MPKRIZ9,Elease Gluck,In_Progress,MGRPFS,,,2017-11-28
,3NRW3HPU,Lajuana Vencill,In_Progress,GTXBasic,,,2017-11-17
,BDKDHZRB,Moses Frase,Lost,MGRPFU,2017-12-28,0.0,2017-10-07
,VOF8YQIY,Gladys Colclough,In_Progress,GTXPro,,,2017-12-22
,23TJEE4N,Markita Hansen,In_Progress,GTXPlusBasic,,,2017-06-30
,JO50E492,Maureen Marcano,In_Progress,GTXPlusBasic,,,2017-05-30
,B7NL06ZN,Elease Gluck,Lost,GTXBasic,2017-11-15,0.0,2017-09-23
Bluth Company,LGT0LR73,Zane Levy,Lost,GTXPlusBasic,2017-10-22,0.0,2017-07-21
,NBYUU1PN,Corliss Cosme,In_Progress,MGRPFU,,,2017-03-31
,8N8UOD8D,Jonathan Berthelot,In_Progress,MGRPFS,,,2017-09-17
Dalttechnology,SWWW3NIL,Violet Mclelland,Won,GTXBasic,2017-12-10,751.0,2017-10-15
Golddex,5KDENLRN,Gladys Colclough,Won,GTXBasic,2017-07-08,676.0,2017-04-19
,FGQ3TDZR,Cassey Cress,In_Progress,GTXBasic,,,2017-03-21
Bioplex,S6Y3XLGR,Marty Freudenburg,Won,GTXPlusBasic,2017-08-01,1280.0,2017-05-14
,FVO1UA13,Darcel Schlecht,In_Progress,GTXPro,,,2017-02-05
,3C5JUF5B,Kami Bicknell,In_Progress,GTXPlusBasic,,,2017-12-05
Scottech,SEUUV2XD,Cassey Cress,Won,GTXBasic,2017-10-25,414.0,2017-09-13
Betatech,JNRZKC0X,Corliss Cosme,Won,MGRPFU,2017-09-21,2994.0,2017-06-06
,95OG358L,Anna Snelling,In_Progress,GTXPlusBasic,,,2017-10-25
Massive Dynamic,0U7V3E4K,Niesha Huffines,In_Progress,GTXPlusPro,,,2017-05-05
,Z3HH0HSW,James Ascencio,In_Progress,GTXPlusPro,,,2017-12-15
Hatfan,SF9QEGSY,Kami Bicknell,Won,GTXPro,2017-10-21,5288.0,2017-10-15
Zoomit,2WGWAOZK,Versie Hillebrand,Won,GTXBasic,2017-09-19,631.0,2017-06-03
Goodsilron,P56NUZZI,Gladys Colclough,Won,GTXPlusPro,2017-08-25,7131.0,2017-08-02
Kinnamplus,XNP6IFLQ,Lajuana Vencill,Won,MGRPFU,2017-08-08,4976.0,2017-06-07
Plexzap,3BZYIMCX,Reed Clapper,Won,GTXBasic,2017-12-11,344.0,2017-11-02
,BYKWT5CM,Rosie Papadopoulos,Lost,GTXPlusPro,2017-12-05,0.0,2017-10-22
Goodsilron,2SGW4A6Z,Darcel Schlecht,Won,GTXPlusPro,2017-12-02,6469.0,2017-11-20
Codehow,S56YL7R4,Lajuana Vencill,In_Progress,MGRPFU,,,2017-08-03
Vehement Capital Partners,BLKEEU4I,Vicki Laflamme,Won,GTXPlusBasic,2017-11-06,1484.0,2017-08-01
,UDAG9EI1,Elease Gluck,Lost,MGRPFS,2017-06-05,0.0,2017-03-09
Bioholding,WGIIWIYR,Jonathan Berthelot,Won,GTXBasic,2017-08-15,576.0,2017-08-06
,1VIUG8TA,Vicki Laflamme,Lost,MGRPFS,2017-06-14,0.0,2017-02-19
Sunnamplex,L2YKU96M,Donn Cantrell,Lost,GTXBasic,2017-07-30,0.0,2017-07-19
,ZDT9J7X2,James Ascencio,In_Progress,GTXPlusPro,,,2017-10-26
Streethex,EYG3S6FJ,Moses Frase,Lost,MGRPFU,2017-06-08,0.0,2017-06-06
Finjob,UF2D35TQ,Lajuana Vencill,Won,GTXPlusBasic,2017-12-11,1365.0,2017-11-28
J-Texon,IEC28XST,Corliss Cosme,Lost,MGRPFS,2017-10-26,0.0,2017-08-05
,NOLNSW49,Gladys Colclough,Lost,MGRPFS,2017-08-25,0.0,2017-08-13
,F35KNZ93,Daniell Hammack,Lost,GTXPro,2017-10-20,0.0,2017-10-15
Kan-code,PJGH76Q7,Moses Frase,Won,GTXBasic,2017-11-01,642.0,2017-08-09
,4HNM3ICH,Corliss Cosme,In_Progress,GTXPro,,,2017-08-05
,QPVYG2GM,Darcel Schlecht,Lost,GTXBasic,2017-12-31,0.0,2017-12-21
Xx-zobam,E7KHVINC,Darcel Schlecht,Lost,GTXBasic,2017-07-06,0.0,2017-04-23
Fasehatice,LECAFVKK,Daniell Hammack,Won,GTXBasic,2017-08-24,452.0,2017-07-30
,OKKPLUT1,Anna Snelling,In_Progress,MGRPFU,,,2017-03-17
Duff Beer,L69MABGQ,Anna Snelling,Won,MGRPFS,2017-12-16,57.0,2017-09-20
Statholdings,PTRAKI9H,Corliss Cosme,Lost,GTXPlusBasic,2017-04-03,0.0,2017-02-06
Vehement Capital Partners,6QQKZ3DQ,Vicki Laflamme,Won,GTXPlusPro,2017-10-10,6630.0,2017-07-24
,VNU842BZ,Versie Hillebrand,In_Progress,MGRPFU,,,2017-12-13
,ORPBXSMC,Maureen Marcano,In_Progress,GTXPlusBasic,,,2017-12-10
Treequote,HT8KL11B,Hayden Neloms,In_Progress,MGRPFU,,,2017-12-22
Wonka Industries,2P8FFDQF,Maureen Marcano,Won,GTXPlusPro,2017-11-17,6397.0,2017-11-08
Acme Corporation,P18KZDIO,Anna Snelling,In_Progress,MGRPFU,,,2017-10-20
Silis,CJID20P3,Kary Hendrixson,Won,GTXBasic,2017-12-09,713.0,2017-10-25
Bubba Gump,FDO9SC22,Wilburn Farren,Won,GTXBasic,2017-10-26,706.0,2017-09-23
Doncon,QEUWYIFF,Hayden Neloms,Won,MGRPFS,2017-05-07,,2017-03-13
Groovestreet,1HQO07UD,Gladys Colclough,Won,MGRPFS,2017-09-11,70.0,2017-08-28
,C5QJ7GV8,Kary Hendrixson,Lost,GTXPro,2017-10-02,0.0,2017-07-23
Sumace,JHSMZMM6,Anna Snelling,Won,GTXPlusBasic,2017-04-10,1356.0,2017-03-27
,1E8XR8T6,Zane Levy,In_Progress,MGRPFU,,,2017-11-14
Globex Corporation,GAN3T0M4,Violet Mclelland,Won,GTXPlusPro,2017-09-03,5042.0,2017-05-08
Scotfind,WEH8NYBZ,Moses Frase,Lost,GTXPlusBasic,2017-05-26,0.0,2017-03-25
Scotfind,7EFVL5T3,Gladys Colclough,Won,GTXPlusPro,2017-11-19,5974.0,2017-11-09
Ontomedia,IKWC7PFO,Daniell Hammack,Won,GTXPlusBasic,2017-08-28,1391.0,2017-08-05
,VIBGNIGI,Violet Mclelland,In_Progress,GTXPro,,,2017-07-21
Conecom,7C9HF6FD,Cassey Cress,Won,MGRPFU,2017-08-14,3859.0,2017-07-31
Dalttechnology,JLCZHAQ4,Kary Hendrixson,Won,MGRPFU,2017-04-20,6114.0,2017-01-19
Newex,CH1NU9XT,Wilburn Farren,Lost,MGRPFU,2017-10-21,0.0,2017-09-08
,1TS4WA4W,Cecily Lampkin,In_Progress,GTXPlusBasic,,,2017-02-13
Genco Pura Olive Oil Company,5294K1WA,Violet Mclelland,Won,MGRPFU,2017-12-12,4479.0,2017-09-12
Finjob,RJO5O5DK,Darcel Schlecht,Won,MGRPFS,2017-12-13,76.0,2017-10-16
Zotware,A7WOQ1R1,Maureen Marcano,Won,GTXPlusBasic,2017-12-18,736.0,2017-10-13
Bluth Company,NTWTYH3Z,Markita Hansen,Lost,MGRPFU,2017-03-26,0.0,2017-01-02
Treequote,Q9GUYEIR,James Ascencio,Lost,GTXPlusPro,2017-06-01,0.0,2017-05-09
,5945CXL2,Cecily Lampkin,In_Progress,GTXPlusBasic,,,2017-07-24
,WVG2VACJ,Lajuana Vencill,Lost,MGRPFU,2017-10-23,0.0,2017-08-31
,CLC2FV65,Marty Freudenburg,In_Progress,GTXPlusBasic,,,2017-11-11
,AC5SPSF9,Cecily Lampkin,In_Progress,MGRPFU,,,2017-10-26
Zotware,A6291C3Y,Elease Gluck,Won,MGRPFU,2017-03-22,4569.0,2017-03-04
Finhigh,ZG87D1FH,Cecily Lampkin,Lost,MGRPFU,2017-08-08,0.0,2017-05-31
,WKTQMMHD,Marty Freudenburg,Lost,GTXPlusPro,2017-07-15,0.0,2017-05-09
Plussunin,QCQQGBF3,Kary Hendrixson,Won,GTXBasic,2017-05-24,682.0,2017-05-12
,YVU9TJHE,Corliss Cosme,Lost,GTXPro,2017-11-04,0.0,2017-09-11
Stanredtax,IL0YRRH1,Lajuana Vencill,Won,GTXBasic,2017-10-27,694.0,2017-09-11
Umbrella Corporation,7VXRC0ZL,Elease Gluck,Won,MGRPFS,2017-12-15,57.0,2017-09-25
dambase,TJ3NNV07,Zane Levy,Won,MGRPFS,2017-09-03,66.0,2017-08-29
,C3NS72ER,Kami Bicknell,In_Progress,GTXPlusPro,,,2017-08-16
Betasoloin,B65F34AV,Daniell Hammack,Won,GTXPlusPro,2017-09-25,6595.0,2017-06-19
Sonron,2RD7T9X5,Kary Hendrixson,Won,GTXPro,2017-06-30,4836.0,2017-04-05
,WU8DKTED,Kary Hendrixson,Lost,GTXPlusPro,2017-11-19,0.0,2017-11-15
,75U5N4IA,Violet Mclelland,In_Progress,MGRPFS,,,2017-12-03
Umbrella Corporation,3WB3HZW8,James Ascencio,Won,GTXPro,2017-07-25,5204.0,2017-05-30
Kinnamplus,ECLY3F70,Jonathan Berthelot,Won,GTXBasic,2017-06-27,571.0,2017-03-14
Donware,UQ591ST2,Vicki Laflamme,Won,GTXBasic,2017-09-20,702.0,2017-07-23
,15XSTUZJ,Darcel Schlecht,In_Progress,GTXPro,,,2017-06-12
Opentech,4AP4WMW9,Boris Faz,Won,GTXPlusPro,2017-06-18,7242.0,2017-06-04
Iselectrics,712JL3HT,Vicki Laflamme,Won,GTXBasic,2017-10-31,766.0,2017-08-08
,E8U79UR3,Lajuana Vencill,In_Progress,MGRPFU,,,2017-03-24
,P70BVG1T,Kary Hendrixson,Lost,GTXPlusBasic,2017-08-27,0.0,2017-06-23
Wayne Enterprises,36QU7Z7G,Rosalina Dieter,Won,MGRPFS,2017-09-18,60.0,2017-09-05
Rantouch,T7TN5BRF,Corliss Cosme,Won,GTXPlusBasic,2017-06-04,1734.0,2017-03-22
,L0356SXW,Anna Snelling,In_Progress,GTXPlusPro,,,2017-04-27
Treequote,8JUNIKR4,Zane Levy,Lost,MGRPFS,2017-11-06,0.0,2017-09-26
Konex,X45Q01GE,Corliss Cosme,Won,GTXPlusBasic,2017-04-20,1172.0,2017-04-09
,WTP8YV6K,Kary Hendrixson,Lost,GTXBasic,2017-11-30,0.0,2017-11-27
,QA5B73CZ,Gladys Colclough,In_Progress,GTXPlusBasic,,,2017-02-25
,8IIX666Y,Lajuana Vencill,Lost,GTXPro,2017-12-22,0.0,2017-09-21
Lexiqvolax,TJ40P9Z8,Cecily Lampkin,Won,GTXPlusPro,2017-06-01,8523.0,2017-05-24
,M06TPIEM,Lajuana Vencill,In_Progress,GTXPro,,,2017-11-23
Kinnamplus,O97PDPX0,Moses Frase,Lost,MGRPFU,2017-07-10,0.0,2017-04-16
Labdrill,6E74CREV,Jonathan Berthelot,Won,MGRPFS,2017-05-31,75.0,2017-04-12
,TO31A5EK,Cecily Lampkin,In_Progress,MGRPFU,,,2017-01-27
,Y9U7FCNS,Rosie Papadopoulos,Lost,GTXBasic,2017-04-29,0.0,2017-04-21
,22W888VZ,Donn Cantrell,Lost,GTXBasic,2017-11-21,0.0,2017-09-27
Domzoom,OI44EBTO,Darcel Schlecht,Won,GTXPro,2017-07-29,6120.0,2017-07-25
Massive Dynamic,CTAUGJ0T,Cassey Cress,Won,GTXBasic,2017-12-25,700.0,2017-10-12
Dontechi,R9IRC3JX,Darcel Schlecht,Won,GTXPlusBasic,2017-04-11,1545.0,2017-02-09
,V68KBEZ1,Cassey Cress,Lost,GTXBasic,2017-05-02,0.0,2017-02-23
Isdom,YM5FPU21,Kary Hendrixson,Lost,GTXPlusBasic,2017-08-26,0.0,2017-07-27
Statholdings,IDEBTM3Q,Maureen Marcano,In_Progress,GTXPlusBasic,,,2017-07-25
,58UIKDFO,Donn Cantrell,Lost,GTXBasic,2017-06-15,0.0,2017-03-27
Nam-zim,97ZK6EN8,Niesha Huffines,Lost,MGRPFS,2017-07-18,0.0,2017-04-12
Statholdings,9JKUXCX2,Garret Kinder,Won,GTXPro,2017-05-27,6025.0,2017-03-19
,LMJXIW4L,Anna Snelling,Lost,GTXPro,2017-08-29,0.0,2017-08-16
Good Burger,63CYVJ3A,Elease Gluck,Lost,MGRPFS,2017-11-20,0.0,2017-09-29
Blackzim,9STUUMJL,Donn Cantrell,Won,GTXBasic,2017-09-26,688.0,2017-09-18
Hatfan,KO2GT792,Maureen Marcano,Won,MGRPFU,2017-12-07,3393.0,2017-10-16
,1FZNCBTH,Lajuana Vencill,In_Progress,MGRPFU,,,2017-07-30
,DXTTT2QQ,Zane Levy,In_Progress,GTXPro,,,2017-11-27
Stanredtax,WRVFJ52E,Kami Bicknell,Lost,GTXBasic,2017-09-07,0.0,2017-06-05
Statholdings,P6AZZGHC,Wilburn Farren,Won,GTXBasic,2017-08-25,732.0,2017-06-28
,P1643JHX,Cassey Cress,Lost,MGRPFS,2017-06-07,0.0,2017-04-05
Yearin,X0Q26HQY,Cassey Cress,Won,GTXBasic,2017-05-15,355.0,2017-03-04
Doncon,XLMGMB6E,James Ascencio,Lost,GTXPlusPro,2017-09-15,0.0,2017-07-25
Sunnamplex,XDM458HH,Daniell Hammack,Won,GTXPro,2017-06-26,5495.0,2017-05-03
Silis,FT0BGYZW,Jonathan Berthelot,Won,GTXBasic,2017-07-20,591.0,2017-07-19
Ganjaflex,6LRG37EQ,Darcel Schlecht,Won,MGRPFS,2017-12-13,70.0,2017-10-16
Konmatfix,OTTW06JK,Darcel Schlecht,In_Progress,GTXPlusPro,,,2017-10-25
Donquadtech,R9Z1X9OL,James Ascencio,Won,GTXPlusBasic,2017-10-31,921.0,2017-08-08
,UDBCOQ73,Vicki Laflamme,Lost,MGRPFS,2017-06-02,0.0,2017-03-11
Cyberdyne Systems,2WX2J0IY,Lajuana Vencill,Won,MGRPFU,2017-06-24,4403.0,2017-03-24
,VT3DMAVX,Jonathan Berthelot,In_Progress,GTXBasic,,,2017-09-11
Cheers,07ICZS1J,James Ascencio,Lost,GTXPlusPro,2017-07-28,0.0,2017-06-11
,X72DSU0L,Gladys Colclough,In_Progress,MGRPFU,,,2017-08-02
Zumgoity,6XUC885J,Reed Clapper,Won,GTXBasic,2017-12-26,592.0,2017-12-22
,XQTI11ZB,Jonathan Berthelot,In_Progress,MGRPFS,,,2016-12-28
,ZPAYRH48,Kami Bicknell,In_Progress,GTXBasic,,,2017-07-06
Duff Beer,W3PSAVD9,Moses Frase,Won,MGRPFS,2017-12-31,72.0,2017-09-10
Plussunin,M68NHQQS,Zane Levy,Won,GTXPlusBasic,2017-07-16,1315.0,2017-04-18
Zencorporation,W74H7ZHZ,Cecily Lampkin,Won,MGRPFU,2017-05-30,4265.0,2017-05-20
,YMN95M6S,Anna Snelling,Lost,MGRPFU,2017-12-30,0.0,2017-11-12
Inity,LZEJ60F5,Kami Bicknell,In_Progress,MGRPFS,,,2017-04-24
Domzoom,1LVFS282,Moses Frase,Won,MGRPFS,2017-05-14,78.0,2017-05-02
The New York Inquirer,8N1I040T,Daniell Hammack,Won,GTXPro,2017-08-22,3952.0,2017-06-08
,Z2CEHTUL,Darcel Schlecht,In_Progress,GTXPlusPro,,,2017-08-05
Golddex,L7W7OU26,Cecily Lampkin,Won,GTXPlusBasic,2017-08-30,1389.0,2017-08-18
,LEDV5KZW,Cecily Lampkin,In_Progress,GTXPlusPro,,,2017-10-01
Toughzap,8XV0FJYR,Zane Levy,Lost,MGRPFS,2017-11-06,0.0,2017-09-05
,4VL8WQPK,Vicki Laflamme,In_Progress,MGRPFS,,,2017-09-27
Warephase,UVPVB1RL,Violet Mclelland,Won,MGRPFS,2017-07-14,62.0,2017-06-07
,ODJXABEI,Moses Frase,In_Progress,MGRPFU,,,2017-03-16
,OICB0VMD,Vicki Laflamme,In_Progress,GTXBasic,,,2017-03-14
Sonron,VCNJPXTR,Zane Levy,Won,MGRPFS,2017-10-15,78.0,2017-09-10
,0IVW304N,Zane Levy,Lost,GTXPlusBasic,2017-08-31,0.0,2017-07-19
Duff Beer,ITM9DNIZ,Jonathan Berthelot,Won,GTXPlusPro,2017-12-14,7099.0,2017-11-07
Streethex,0XFWOWWE,Lajuana Vencill,Won,GTXBasic,2017-07-14,889.0,2017-07-10
,VSVLREP5,Garret Kinder,In_Progress,MGRPFS,,,2017-12-16
,LUNBP03L,Maureen Marcano,Lost,GTXPlusBasic,2017-06-14,0.0,2017-04-06
Silis,VU4UPLYH,Darcel Schlecht,Won,GTXPro,2017-07-13,5131.0,2017-07-04
Betasoloin,KU4VMBKB,Violet Mclelland,Won,MGRPFU,2017-10-26,3819.0,2017-08-02
Bluth Company,H3KXV8SW,Maureen Marcano,Lost,GTXPlusBasic,2017-07-02,0.0,2017-06-19
Betatech,WWNFH5BD,Cassey Cress,Won,GTXPlusBasic,2017-11-25,1128.0,2017-08-13
Plexzap,5L03HUTN,Boris Faz,Won,MGRPFU,2017-12-29,3573.0,2017-11-23
,5ZGBRW6F,Anna Snelling,Lost,MGRPFU,2017-07-21,0.0,2017-06-06
,CN3JQ8T2,Donn Cantrell,In_Progress,GTXPro,,,2017-09-29
,2UAYI5IK,Kary Hendrixson,In_Progress,GTXBasic,,,2017-02-14
Sumace,QTO0298B,Moses Frase,Won,GTXPlusPro,2017-12-22,4582.0,2017-08-08
Finhigh,4QDDVRXQ,Darcel Schlecht,Won,GTXBasic,2017-11-03,487.0,2017-10-20
Toughzap,GQR2Q1XU,Kary Hendrixson,Won,GTXPlusPro,2017-05-22,5149.0,2017-03-26
,BZJ7RMYE,Jonathan Berthelot,In_Progress,GTXPlusBasic,,,2017-03-30
Plusstrip,FG9QYGZ5,Markita Hansen,Won,GTXPlusBasic,2017-12-19,954.0,2017-10-31
Xx-zobam,CAXC4CEC,Anna Snelling,In_Progress,MGRPFS,,,2017-12-05
Zotware,9W13ZEUR,Markita Hansen,Won,GTXPlusBasic,2017-08-19,810.0,2017-08-07
The New York Inquirer,DO8XZMCZ,Donn Cantrell,Lost,MGRPFU,2017-10-16,0.0,2017-10-15
,0R2E3CCM,Darcel Schlecht,Lost,GTXPlusPro,2017-09-06,0.0,2017-08-29
Zotware,0NKFX2Z6,James Ascencio,Won,GTXBasic,2017-07-29,638.0,2017-05-21
,YHAYBNTO,Vicki Laflamme,In_Progress,MGRPFS,,,2017-03-25
Dontechi,HCYV00M9,Cecily Lampkin,Won,MGRPFU,2017-09-19,3957.0,2017-08-14
Plussunin,0D595G9G,Vicki Laflamme,Won,MGRPFU,2017-04-05,3635.0,2017-01-31
Warephase,T8OVWXB3,Donn Cantrell,Won,GTXPro,2017-11-14,5873.0,2017-11-01
Rangreen,NQDDCBU2,Anna Snelling,In_Progress,MGRPFU,,,2017-02-10
Conecom,SVY6PQGD,Corliss Cosme,Won,GTXPlusBasic,2017-12-20,1001.0,2017-09-20
Isdom,ZV8ECQ5P,Hayden Neloms,Won,GTXPlusBasic,2017-12-14,894.0,2017-09-18
Dontechi,VUQ03Y6A,Darcel Schlecht,Won,GTXPlusBasic,2017-09-29,831.0,2017-08-07
Singletechno,BHG27W12,Jonathan Berthelot,Lost,GTXPlusBasic,2017-04-17,0.0,2017-04-10
Nam-zim,LHFWJPXO,Markita Hansen,In_Progress,GTXPlusBasic,,,2017-11-14
Hatfan,MG4DSRXW,James Ascencio,Won,MGRPFU,2017-05-30,4800.0,2017-05-02
Isdom,4MXL9S5H,Vicki Laflamme,Won,GTXPro,2017-07-06,5123.0,2017-06-06
Initech,PKMHYFDU,Anna Snelling,Lost,MGRPFS,2017-11-06,0.0,2017-10-24
Kinnamplus,T43KO0UJ,Niesha Huffines,Won,GTXBasic,2017-03-06,591.0,2017-01-09
,A19LOPPA,Daniell Hammack,In_Progress,GTXBasic,,,2017-11-22
Ron-tech,CDNM0TPE,Reed Clapper,Lost,GTXPlusBasic,2017-12-15,0.0,2017-10-26
Inity,U2N8X2GN,Anna Snelling,Won,GTXPlusBasic,2017-08-14,1386.0,2017-06-13
Dalttechnology,NTUFOFKP,Zane Levy,Won,GTXPlusBasic,2017-06-08,1012.0,2017-06-04
Doncon,IFOZCPVQ,Maureen Marcano,Won,GTXPlusPro,2017-11-24,6634.0,2017-08-28
,7QSK9Z3B,Kary Hendrixson,Lost,GTXPro,2017-12-31,0.0,2017-12-18
,LL4CYSGX,Anna Snelling,In_Progress,GTXPro,,,2017-05-09
Labdrill,EH69K3V8,Jonathan Berthelot,Won,GTXBasic,2017-08-26,465.0,2017-08-04
Xx-holding,JX6KDLAT,Kami Bicknell,Lost,GTXPro,2017-12-12,0.0,2017-10-23
Isdom,2H7NKC7A,Zane Levy,Won,GTXPro,2017-11-11,5224.0,2017-11-05
,GV2T8A2E,Moses Frase,Lost,GTXPlusBasic,2017-08-21,0.0,2017-08-10
Plexzap,1EJNUSNA,Versie Hillebrand,In_Progress,MGRPFU,,,2017-11-03
Olivia Pope & Associates,WEE9LY1A,Jonathan Berthelot,Won,GTXBasic,2017-07-22,640.0,2017-05-14
Nam-zim,84NBXFYD,Donn Cantrell,In_Progress,GTXPro,,,2017-11-10
Gogozoom,TPGHR6R8,Kary Hendrixson,Won,MGRPFS,2017-05-29,49.0,2017-04-08
Toughzap,QX1XBW3R,Kary Hendrixson,Won,GTXPro,2017-05-29,4632.0,2017-04-30
Inity,A6N4D9K9,Niesha Huffines,Won,GTXPlusBasic,2017-06-22,1486.0,2017-06-08
Donware,4KZBNFCE,James Ascencio,Won,GTXPlusPro,2017-05-20,8119.0,2017-05-16
,LNMJII90,Hayden Neloms,In_Progress,GTXPlusPro,,,2017-08-14
,QQOJ18FM,Kary Hendrixson,In_Progress,GTXPlusPro,,,2017-05-03
